ID,Ex_Sample,Ex_Cross,Consent,Sex,SexPref,Age,Country_Res,Country_Born,HPP_9,GDP,GINI,SexRatio.2017est.,SexRatio.15.54.,UNRegion,RelStatus,RelLength,RelY,RelM,Ethnicity,SRA,SRM,SRH,SRA_Partner,SRM_Partner,SRH_Partner,Kiss_Imp_Initial,Kiss_Imp_Est,Kiss_Freq,Hug_Freq,Sex_Freq,Kiss_Satis,Hug_Satis,Sex_Satis,GK_Breath,GK_Scent,GK_Taste,GK_Wet,GK_Contact,GK_Arous,GK_SynchStyle
6386533568,0,1,1,2,1,25,Alemania,Chile,NA,NA,NA,NA,NA,NA,1,3.92,3,11,Chilena,5,3,5,7,6,5,100,80,97,100,59,87,80,44,74,84,97,83,87,77,40
6192428788,0,1,1,2,1,30,Allemagne,France,NA,NA,NA,NA,NA,NA,1,10,10,NA,Francaise,6,2,4,6,4,4,100,100,100,100,74,100,100,68,100,100,100,66,100,100,36
6089268910,0,1,1,2,1,21,America,New Zealand,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Caucasian,5,3,5,5,3,6,90,100,75,40,100,100,100,68,100,80,57,100,73,100,100
6411486671,0,1,1,2,1,32,Argentina,Chile,NA,NA,NA,NA,NA,NA,1,3.58,3,7,Chilena,7,1,7,7,7,6,90,90,90,100,70,80,80,70,100,100,2,85,85,100,80
6104706475,0,1,1,2,1,20,Argentina,Colombia,NA,NA,NA,NA,NA,NA,1,2,2,NA,,1,3,1,2,3,1,50,100,100,100,100,100,100,83,100,100,81,100,100,67,100
6550809117,0,0,1,2,1,31,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,5.92,5,11,Caucasian,5,2,2,5,5,3,79,91,81,98,31,91,91,73,99,99,97,74,65,75,82
6523364476,0,0,1,1,2,28,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,4.58,4,7,white,5,4,4,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6434867455,0,0,1,1,2,31,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,9.17,9,2,Caucasian,5,4,4,6,1,4,100,100,52,50,54,28,29,16,100,76,74,67,58,74,49
6430313808,0,0,1,2,1,24,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,7.08,7,1,Caucasian,5,2,7,5,6,4,85,90,80,75,70,100,80,70,100,50,35,76,70,53,50
6379318055,0,0,1,2,1,35,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Australian,1,2,1,NA,NA,NA,81,80,8,11,49,4,5,8,50,80,23,9,80,81,72
6372501694,0,0,1,2,1,50,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,13.83,13,10,Caucasian,4,5,2,4,2,2,69,48,48,73,1,98,99,1,95,97,76,98,98,68,59
6371505961,0,0,1,1,1,41,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3,3,NA,anglo-saxon,5,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6366313543,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.17,3,2,Chinese,4,3,3,4,5,5,30,42,39,73,1,89,87,94,70,78,70,82,36,10,55
6363993667,0,0,1,2,1,34,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,6.33,6,4,Australian,5,2,4,7,6,4,80,100,100,100,70,70,66,38,98,62,79,22,75,84,54
6363604057,0,0,1,1,2,37,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,6.5,6,6,Causcasian,5,3,4,4,1,4,65,86,88,86,65,79,79,47,84,65,82,58,49,38,60
6363566404,0,0,1,1,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,2.25,2,3,Australian,4,4,3,6,3,5,30,70,90,50,70,100,100,100,90,90,70,50,30,45,70
6348866819,0,0,1,1,2,30,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,12.17,12,2,Caucasian,4,5,3,7,1,6,100,100,100,100,60,100,97,50,50,50,50,33,100,32,77
6347482064,0,0,1,2,1,36,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,8,8,NA,English,5,2,6,6,5,4,100,85,85,100,50,85,85,40,100,75,30,56,67,68,81
6346926201,0,0,1,2,1,23,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,6.17,6,2,Caucasion,4,5,4,7,6,7,100,64,100,100,80,89,100,49,100,66,100,19,100,57,55
6346021900,0,0,1,2,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1,1,NA,Caucasian ,5,1,6,4,3,6,50,86,94,100,76,100,100,100,91,75,48,70,86,76,90
6345838468,0,0,1,2,1,52,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,22.5,22,6,Australian ,4,2,3,5,4,2,70,70,67,67,53,55,39,62,85,85,73,70,68,72,63
6345596506,0,0,1,2,1,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.58,1,7,White Australian,6,2,6,4,3,2,73,98,100,100,73,77,75,76,34,65,49,55,43,71,72
6345562033,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Australian,6,1,5,NA,NA,NA,82,55,60,52,82,59,88,82,85,86,85,67,81,82,86
6345438663,0,0,1,1,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,White,5,3,4,NA,NA,NA,35,65,40,55,50,66,40,45,70,56,30,28,54,12,65
6345272377,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.67,1,8,Greek and Croatian,4,1,3,6,4,4,80,80,80,100,80,80,80,80,100,100,100,100,100,100,100
6345182352,0,0,1,2,3,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Asian,4,3,6,NA,NA,NA,80,80,49,50,50,70,80,50,75,60,40,30,70,70,70
6345157207,0,0,1,1,2,28,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian,1,4,4,NA,NA,NA,50,100,70,100,30,100,100,100,90,85,51,50,50,1,1
6345148013,0,0,1,2,1,18,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.42,0,5,White,5,2,3,5,2,5,20,30,15,40,40,85,90,70,18,30,30,NA,30,10,55
6338633554,0,0,1,2,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,4.75,4,9,Caucasian ,3,3,4,7,5,4,1,17,19,40,0,90,90,90,90,81,71,98,35,26,67
6338449794,0,0,1,1,2,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,6.67,6,8,White,4,3,3,3,4,3,78,34,34,67,49,35,62,24,52,58,29,55,66,69,38
6338423918,0,0,1,2,1,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.75,3,9,Greek,3,4,4,4,4,2,85,93,76,94,77,78,91,80,95,94,61,100,71,59,56
6338390328,0,0,1,1,2,NA,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,,4,5,6,NA,NA,NA,50,50,50,67,51,71,71,81,85,59,79,39,25,75,71
6338357288,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,5.25,5,3,Eurasian,6,4,5,6,6,5,70,100,91,88,67,87,92,50,89,81,84,69,60,73,67
6338329131,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.25,3,3,Italian,4,2,3,6,5,2,87,68,90,100,56,100,100,100,63,47,67,90,100,69,53
6338313479,0,0,1,2,3,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian Australian,5,2,5,NA,NA,NA,1,100,83,81,50,72,58,54,99,52,65,99,61,99,83
6338302029,0,0,1,1,3,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,4.08,4,1,European Aussie,5,4,5,6,5,4,90,100,86,96,11,50,70,NA,100,71,90,22,90,100,44
6337994934,0,0,1,1,2,21,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.75,3,9,,6,4,4,7,1,3,90,100,90,93,50,88,100,10,70,71,82,80,90,93,91
6337975604,0,0,1,1,1,21,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,White,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6337966157,0,0,1,2,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,White ?? Full Anglo British Australian ,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6337944633,0,0,1,1,3,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,2.42,2,5,Caucasian,6,3,4,7,2,4,60,75,70,90,40,80,90,40,90,90,60,40,60,35,50
6337886160,0,0,1,2,1,24,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,7.92,7,11,Caucasian,4,1,3,4,4,3,88,81,76,100,40,60,100,31,85,85,90,90,85,50,89
6337878717,0,0,1,2,1,18,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.25,0,3,chinese,2,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6337871868,0,0,1,2,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Australian,2,1,2,NA,NA,NA,70,85,91,93,0,94,88,100,79,97,90,100,61,22,20
6337860116,0,0,1,2,1,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.5,3,6,Caucasian,3,2,4,5,4,3,40,90,80,90,80,100,100,90,100,70,5,30,50,60,75
6337850496,0,0,1,2,3,24,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.17,1,2,White Australian,4,6,2,6,3,2,70,60,70,75,90,100,100,100,100,71,77,100,88,83,78
6337850400,0,0,1,1,2,21,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.83,1,10,Filipino,4,3,4,5,3,4,100,100,100,70,60,100,100,90,75,96,50,50,81,72,78
6337844906,0,0,1,2,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.25,NA,3,white,5,3,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6337842835,0,0,1,1,2,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,South Asian,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6337842663,0,0,1,1,2,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,5,5,NA,Caucasian,6,4,6,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6337815832,0,0,1,2,1,24,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.33,3,4,Caucasian ,4,4,3,6,4,5,50,60,90,95,70,90,90,60,99,70,90,99,99,95,60
6337807708,0,0,1,2,1,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.5,1,6,Australian,4,NA,3,6,4,4,80,100,100,94,96,100,100,83,90,85,92,85,81,85,85
6333346264,0,0,1,2,3,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.42,1,5,Caucasian,4,2,3,5,4,3,75,100,90,90,75,100,100,100,85,80,80,95,70,0,70
6329893411,0,0,1,2,1,47,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,7,7,0,Australian,2,1,2,6,4,1,100,100,80,80,50,50,50,50,100,100,100,50,100,75,80
6329195788,0,0,1,1,2,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.25,1,3,anglo/filipino,4,4,4,6,1,5,75,76,84,73,19,91,83,30,66,71,75,73,88,67,53
6328938221,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,5.83,5,10,Caucasian,4,2,4,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6328877637,0,0,1,2,1,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.83,1,10,Australian,4,5,6,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6328166710,0,0,1,2,1,21,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6327836366,0,0,1,2,1,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Chinese,5,5,5,5,5,4,66,78,54,100,61,58,100,98,100,100,78,72,75,48,100
6327513771,0,0,1,2,1,23,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.25,3,3,,2,3,2,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6327396166,0,0,1,2,3,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Phillipino/Sri-lankan/Southeast Asian,5,5,6,NA,NA,NA,100,100,85,100,NA,95,100,100,75,100,100,50,75,50,50
6327365517,0,0,1,1,2,44,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,10.5,10,6,anglo,4,4,5,6,2,3,78,88,70,96,62,83,86,71,37,68,72,81,56,69,43
6327181182,0,0,1,1,2,51,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian. Irish/ welsh heritage,6,5,6,NA,NA,NA,88,100,95,75,77,92,89,51,48,61,80,66,80,80,59
6327173170,0,0,1,2,1,19,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.5,NA,6,Caucasian ,6,3,6,7,7,6,100,100,82,82,70,88,100,90,86,62,77,70,80,70,90
6327165476,0,0,1,1,2,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.42,0,5,Australian,5,5,4,6,3,4,68,80,71,49,80,91,91,100,70,80,41,40,67,80,39
6187819742,0,0,1,2,1,30,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,7,7,NA,Australian / French,5,4,4,5,4,4,94,98,70,76,67,94,99,55,100,82,83,85,89,100,76
6186144282,0,0,1,1,2,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian,2,4,3,NA,NA,NA,100,100,69,100,0,49,100,0,66,71,95,98,100,66,36
6171017197,0,0,1,2,1,23,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,2.25,2,3,Caucasian,6,2,6,6,5,6,86,72,72,81,59,79,97,91,100,64,39,26,62,38,100
6110564337,0,0,1,2,1,26,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,4,4,0,Australian,6,3,7,4,6,6,98,100,55,95,71,38,78,74,73,80,82,80,93,NA,49
6093689752,0,0,1,2,1,32,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,4.5,4,6,British Italian background,4,2,4,5,3,2,73,51,43,79,56,63,85,96,100,65,58,80,55,78,24
6093662611,0,0,1,1,2,27,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,7,7,NA,Indian. irish. german,4,4,6,4,4,4,74,39,73,71,85,73,46,18,70,68,100,69,99,100,57
6093551396,0,0,1,2,1,NA,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,13,13,NA,Irish Italian,4,NA,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6093549891,0,0,1,1,2,50,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,28,28,NA,Anglo saxon,4,4,4,4,1,3,100,100,80,30,75,65,90,50,100,100,100,85,85,81,80
6093547916,0,0,1,1,2,65,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,40.92,40,11,australian,4,4,4,4,NA,4,80,61,54,54,80,60,60,25,80,70,70,51,80,90,49
6093519161,0,0,1,2,3,41,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,7,7,NA,Australian,5,1,6,5,7,6,100,100,72,100,66,34,42,47,100,74,100,69,51,56,54
6093422266,0,0,1,2,1,46,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.58,1,7,Australian,5,NA,6,4,7,4,85,78,98,98,NA,57,85,55,80,90,NA,15,NA,50,50
6092825247,0,0,1,1,2,54,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,8.83,8,10,caucasian,4,4,4,7,1,2,99,100,100,100,100,100,100,100,0,0,NA,NA,NA,NA,NA
6092725613,0,0,1,2,1,31,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,9,9,NA,Dutch,6,2,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6092499726,0,0,1,1,2,61,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,9,9,NA,Slovakia,6,3,4,6,2,6,82,98,99,99,70,61,76,68,45,39,70,93,96,97,66
6092340253,0,0,1,2,1,30,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian,5,6,3,5,5,2,29,95,99,6,84,99,99,79,52,49,53,82,32,81,38
6090307026,0,0,1,1,2,76,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,57,57,NA,Caucasian,5,3,7,7,1,1,85,100,85,75,10,90,80,75,100,90,80,50,100,90,95
6090216888,0,0,1,2,1,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Asian,5,1,5,6,5,5,0,95,100,100,90,90,100,80,90,70,70,60,60,20,20
6089258627,0,0,1,1,2,69,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian,2,4,2,NA,NA,NA,81,80,72,72,72,31,35,31,75,72,70,69,69,70,70
6089180122,0,0,1,1,1,60,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,25,25,NA,White Australian,4,3,4,5,5,4,85,55,25,65,15,10,50,10,90,80,80,90,NA,95,95
6089178736,0,0,1,2,1,44,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,,5,NA,4,NA,NA,NA,80,88,88,53,90,82,84,85,88,50,50,50,88,88,0
6089074831,0,0,1,2,3,23,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian ,4,2,6,5,1,4,90,95,80,40,70,90,90,90,100,100,100,65,90,100,95
6089002054,0,0,1,1,2,45,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.5,0,6,Caucasian,4,5,4,6,4,4,80,65,65,100,65,85,85,55,100,85,86,92,93,96,58
6088956961,0,0,1,1,2,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian,5,4,4,6,1,2,90,100,90,80,60,90,40,90,100,100,100,50,50,30,70
6216535431,0,0,1,1,2,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,4,4,NA,Married,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6363663785,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,1.08,1,1,White Australian ,4,2,2,5,3,4,35,88,60,70,NA,80,100,90,60,90,75,60,85,80,75
6345477847,0,0,1,2,3,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.67,0,8,White,5,1,4,7,4,2,61,81,90,100,67,57,93,45,66,57,60,80,100,100,88
6337827197,0,0,1,2,1,23,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Australian ,5,5,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6327164983,0,0,1,2,1,20,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian ,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6196684325,0,0,1,2,1,28,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,3.5,3,6,Czech,5,5,3,6,6,4,89,67,68,100,48,60,99,67,88,34,72,70,91,82,62
6186378579,0,0,1,2,1,24,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian,2,4,2,6,5,7,80,65,75,85,80,85,85,85,90,90,70,90,90,90,95
6185958783,0,0,1,2,1,26,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,4.67,4,8,Australian,4,NA,6,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6093411484,0,0,1,2,1,38,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,7.67,7,8,,5,1,4,4,4,4,95,84,32,84,51,11,86,75,85,85,32,58,53,56,89
6186040040,0,1,1,1,2,27,Australia,China,NA,NA,NA,NA,NA,NA,1,0.67,0,8,Chinese,5,4,6,6,2,5,70,100,100,100,100,100,100,100,100,100,60,40,100,80,100
6089061840,0,1,1,2,1,63,Australia,Greece,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Australian,5,2,5,5,4,5,50,100,100,100,60,82,84,84,86,86,87,85,99,79,57
6434845028,0,1,1,2,2,53,Australia,India,NA,NA,NA,NA,NA,NA,1,2,2,NA,anglo-indian,4,3,2,4,2,2,93,94,91,97,60,88,93,50,100,95,80,49,94,91,43
6337839551,0,1,1,2,1,20,Australia,India,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Indian,2,4,5,6,6,5,62,100,65,92,63,89,82,86,100,100,100,100,100,100,0
6147115731,0,1,1,2,1,21,Australia,Japan,NA,NA,NA,NA,NA,NA,1,2.5,2,6,Japanese/Australian,4,2,6,5,4,5,27,79,89,99,39,90,94,60,64,57,44,11,53,62,88
6185978507,0,1,1,1,2,22,Australia,Myanmar,NA,NA,NA,NA,NA,NA,1,1.17,1,2,Burmese,5,2,4,6,4,4,10,80,100,70,0,100,100,100,50,20,70,0,30,0,25
6091575144,0,1,1,2,1,43,Australia,New Zealand ,NA,NA,NA,NA,NA,NA,1,22,22,NA,Moari,5,4,4,5,7,7,100,100,100,100,100,75,75,100,100,50,50,NA,51,51,91
6350240523,0,1,1,1,1,24,Australia,UK,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,White,3,4,5,NA,NA,NA,60,83,73,82,70,80,94,84,90,83,60,62,68,66,68
6089068162,0,1,1,1,2,71,Australia,UK,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,U. K. (Pom),1,1,1,7,1,7,100,100,100,100,50,76,24,30,100,100,100,100,100,100,52
6280933568,0,1,1,2,1,20,Australia,UK,NA,NA,NA,NA,NA,NA,1,0.33,0,4,British,4,3,6,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6185863747,0,1,1,2,1,52,Australia,UK,NA,NA,NA,NA,NA,NA,NA,15,15,NA,Caucasian,4,6,2,4,4,3,53,54,73,NA,53,100,100,98,100,100,100,100,100,100,71
6183108945,0,1,1,1,1,27,Australia,UK,NA,NA,NA,NA,NA,NA,1,6,6,0,White,5,4,4,5,4,4,90,95,74,82,51,83,84,38,100,82,84,68,79,66,70
6175050916,0,1,1,2,1,65,Australia,UK,NA,NA,NA,NA,NA,NA,1,34,34,NA,Anglo,6,1,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6169534557,0,1,1,2,1,28,Australia,UK,NA,NA,NA,NA,NA,NA,1,8.67,8,8,Cauacasian,4,5,3,5,5,3,100,100,60,60,40,50,70,30,100,100,100,70,60,70,70
6131111093,0,1,1,1,2,36,Australia,UK,NA,NA,NA,NA,NA,NA,1,12,12,0,White,5,4,5,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6109783551,0,1,1,2,1,27,Australia,UK,NA,NA,NA,NA,NA,NA,1,10.5,10,6,Caucasian ,5,1,4,7,4,6,80,100,100,100,49,100,100,28,100,78,71,50,9,0,0
6105133572,0,1,1,2,1,45,Australia,UK,NA,NA,NA,NA,NA,NA,1,5,5,NA,White Caucasian,4,2,4,6,7,4,100,100,100,100,85,100,100,100,100,100,100,54,66,77,89
6093483864,0,1,1,2,1,47,Australia,UK,NA,NA,NA,NA,NA,NA,1,1.33,1,4,Caucasian,2,5,5,6,4,3,80,100,100,100,70,90,87,81,60,80,60,85,90,81,91
6089199474,0,1,1,2,1,80,Australia,UK,NA,NA,NA,NA,NA,NA,1,40,40,0,Australian,5,1,6,5,4,5,100,100,71,71,50,75,98,50,100,70,100,NA,50,50,100
6089101750,0,1,1,2,1,26,Australia,UK,NA,NA,NA,NA,NA,NA,1,2.83,2,10,White British ,6,1,6,6,4,6,98,97,96,100,62,100,100,81,100,80,70,50,100,100,51
6347289974,0,1,1,2,3,18,Australia,,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6371686208,0,0,1,2,1,28,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,5.75,5,9,Caucasian ,5,4,4,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6364494486,0,1,1,2,1,28,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,5.17,5,2,Australian,4,3,4,5,5,4,83,90,75,100,15,39,88,16,100,62,72,75,71,46,94
6337939203,0,0,1,2,1,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Australian,4,2,4,5,4,4,100,100,100,100,78,100,100,78,100,100,5,10,100,29,4
6327514312,0,0,1,2,3,21,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Asian,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6435676508,0,0,1,1,2,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian ,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6387844683,0,0,1,2,1,43,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Anglosaxon,4,4,3,4,6,4,70,85,85,85,15,75,85,90,90,90,90,95,70,80,90
6372495414,0,0,1,1,2,33,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,18.67,18,8,European - white,3,3,2,4,1,4,81,69,50,49,44,39,51,23,66,61,79,45,76,77,21
6346810442,0,0,1,1,2,18,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian ,2,3,2,NA,NA,NA,73,73,50,44,51,48,43,27,47,49,67,58,62,85,42
6345649520,0,0,1,2,1,22,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,2,NA,NA,NA,Caucasian ,5,1,4,NA,NA,NA,100,85,50,100,50,7,100,5,100,100,80,100,100,19,50
6345600817,0,0,1,2,1,25,Australia,Australia,-0.25,49900,30.3,1.01,1.045,5,1,0.67,NA,8,Australian,5,1,4,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
